,TOTAL POPULATION,bus_within_001,cof_within_001,dist_to_closest_el,block_lat,block_lon,crime_count,dist_to_closest_library
0,53.2520249164096,0.9160619038112282,1.0932470472314204,1.314201830438959,43.2279587046455,-86.87555893708833,-0.8870426380303074,0.056788603279423235
1,4.860865113157589,4.232137130092043,-0.9528617058605974,-0.6414471264854846,42.11653049186515,-85.98695901286001,0.2047551826194211,-0.15347495399865832
2,75.37716479278296,0.6034398980606359,-1.8917493452807155,0.45664731796540786,42.199694948393315,-88.41672143476494,1.8118724263181956,-0.5802142538154502
3,0.7077127407769416,18.710170959993754,-2.2003167187942574,1.3254418881567755,42.48724268592271,-86.52647618678373,1.8788462704265698,0.6005035744085561
4,57.855876504908196,2.914315693434883,0.29721878922754824,1.2467424403285312,41.33119014622112,-87.11788332891868,1.952859097107742,1.1087574096163928
5,168.31801439970957,0.04096038006344824,-0.39166593931818017,-0.1336641310396847,41.1700740522399,-87.98266603565799,-0.40175413373950897,0.28928486222258387
6,95.046002933717,-0.8724852185339116,-1.2060796147260757,1.4536791474898498,42.220224101236965,-87.63441330567275,1.955974688525831,-0.3204393444083101
7,42.795688465161966,-1.2326018297277148,0.9256406314047497,-1.7289850688215918,41.605453901054666,-85.10920678968162,1.4209730694734335,-2.3085748922317757
8,-0.42168622594068333,2.7303199723944687,-1.4803300051467359,-1.2317082287131789,41.28896461102204,-85.92467099908808,0.6936954244204591,0.057051006278588716
9,31.465797958565254,9.762673999251824,-1.0623270827804634,0.5365840012886587,42.371056043725986,-88.71787209123771,-0.12458006399871013,-0.8645211383561145
10,14.919490970312204,2.0986510268386867,2.248596899653705,-1.0023986752526364,42.42116587124309,-87.07127037612055,4.582106679025544,0.77838542011291
11,45.78685971689584,-0.12175274209421426,-0.7512031705710871,1.3379998851050587,40.843034875354185,-88.15889418263073,2.8270173131771736,-0.4662979252367491
12,169.97990090058548,-1.618215703554006,0.28296105331408955,2.023351035992748,44.067170384160484,-86.77490545008465,1.4727490890881185,-0.1263706547016829
13,83.85451972998925,5.343389803682488,-2.934850806095541,-1.1242220387557036,42.91569717741042,-88.62691040465572,2.3290686621535484,1.8667552397865577
14,0.44577243128038657,-0.9719306627024427,0.1214688765284817,1.0521928384145893,42.46293558524057,-87.68497740921207,-0.0009439259875319488,-1.2153150438897773
15,67.53599143426182,-1.2741859373034237,0.4502524825072783,-0.8311120352706243,39.59052919987906,-88.51275890781116,2.527706895281632,-1.0906510396305371
16,148.07639097449348,0.30497500507331016,-0.06570855249931906,-0.2490528249498673,41.91261161303957,-87.43729727899624,1.0570739510977876,-0.06988496707489833
