,TOTAL POPULATION,bus_within_001,cof_within_001,dist_to_closest_el,block_lat,block_lon,crime_count,dist_to_closest_library
123,70.78621594159254,4.184510046451452,2.9627717073992765,-0.6848926445240332,41.81145735375599,-87.5395055033573,1.838243169252077,-2.181873864913506
198,34.53342669048775,-0.6552986724110658,0.5598023984789694,-0.6325040845792005,41.84178237283937,-87.58214008707637,1.415417657398406,0.26192483956692536
280,217.1110644472501,-0.8889448527051935,-0.43970747047024045,-0.6403975343311613,41.9585527416554,-87.58519353973718,3.1792292241933096,-0.7333326883381174
284,68.0199958566303,0.6349257995277268,-0.8264621681173551,-0.006115676944718991,41.847927568957964,-87.69745136424892,3.243310632451082,0.7597388244512215
583,40.91152860485627,-0.07263211777266276,2.251334064991427,0.6848813413130084,41.873756551642664,-87.7350706041951,1.6623998839329026,-1.4146136352609449
730,30.629536181508733,0.30440897521804533,0.6381963707012032,1.7563033722595398,41.9933181557231,-87.67629669899337,2.670748430941983,0.47319251518152905
932,0.2278772878004035,2.275123528360464,-0.3730754013930808,-0.2392213118516366,41.68785038076539,-87.69316626253031,0.2521686720766001,0.5134710532383983
973,147.829407096496,2.5174107923237674,0.008057250950784118,0.31108097487788844,41.72654860449921,-87.52973302259471,5.706043758116599,-2.0636203062638567
1078,0.45096738944718,0.3443441212533627,0.49709923904354897,0.4679961351811412,41.72804292274532,-87.71629839374337,-0.7488337969532876,0.09622325951059307
1121,0.3105125178882778,0.27345403555636405,0.8769732296304854,1.3408983605775717,41.78972054572785,-87.7317761907653,-0.9394654853826747,-0.6526380308245393
1218,-1.4172536638582174,20.783410090803592,1.449889707907308,-1.06268574299724,41.8911074290249,-87.59205200178438,9.625342185458146,-0.7367666174457591
1307,224.8658023697365,-0.22681063973884324,-0.38655455938311606,-0.2840161509602411,41.689325590115544,-87.69756198760932,7.688849663183868,-0.6678705602951052
1357,4.843873945344112,0.22282707855098138,-1.3264052796432386,-0.3433142211381214,41.99610802848816,-87.66329974336698,0.7837785042734825,1.0327398613217476
1421,0.15811637783748944,-0.964501567538797,-1.490417874334316,0.15450103255360334,41.6948281475219,-87.59308130801568,-0.2761322415489124,-0.5005462175075127
1432,35.75726623505287,2.9963077173633135,-0.22887637103305433,-0.14086572383847934,41.671235422301315,-87.54055178820711,-0.7270285608437308,-1.4552344520509428
1435,33.83203939356159,1.198475367872915,-0.3356022277398964,0.21758352188009963,41.90785928630188,-87.72018358366135,1.420500577639121,-0.7785841574305511
1633,117.9750119215521,1.5427653429435007,0.17676241057356573,-0.7657496159046809,41.75503660815882,-87.70977342692797,2.931394115910976,-0.7094339016260022
1745,25.733910435739237,-0.47215399498802346,-0.029857235737583834,1.1635128079735135,41.677772563190025,-87.6096846885037,-1.262261077650228,-0.61270141605473
1793,130.32518200306183,0.09684551456010372,1.5185934669542502,1.1010428468336342,41.809453749357004,-87.53625252553947,2.150479052251147,-0.7933380654924582
